timestamp,subscription,upgrade,age,gender,location,digitalfluency,os,nps,churn,supporttickets,competitormention,notification_settings,notification_dismissal,uninstall,delete_falsepop,silent_mode,subscription_plan,manual_scan,help,secure_browser,clean_now,parental_control,privacy_settings,scan_now,diagnostic_tool,vpn_toggle,tenure
21/09/2022,basic,yes,38,m,Spain,Basic,Linux,3,0,1,18,3648,2421,6608,75,5707,3525,8347,552,43,3364,17978,1453,15528,9485,4478,0
03/07/2018,basic,no,32,f,France,Basic,Mac,7,1,0,54,359,4217,6578,2471,376,15843,142,6061,7397,5547,13716,1660,330,2152,353,4
19/11/2017,trial,yes,62,f,Spain,Intermediate,Mac,0,1,2,10,2002,10487,4454,4158,573,7447,823,328,30,18416,8634,617,24928,9744,2916,5
07/10/2015,basic,yes,54,f,France,Advanced,Mac,5,1,0,1,324,12555,12926,1264,176,12424,5363,11303,6851,14917,18089,11602,6136,3442,784,7
29/04/2013,premium,no,58,m,Germany,Intermediate,Windows,9,1,0,40,447,6179,75,3889,573,2866,11560,14025,12681,90,752,13068,2575,19230,528,9
01/10/2011,premium,no,49,f,Spain,Intermediate,Windows,4,1,12,20,381,5806,6145,660,10421,267,16425,2794,10314,2091,5049,18145,13475,21914,8445,11
16/12/2015,basic,no,54,f,Spain,Basic,Linux,6,1,1,39,2358,1640,8822,8769,4998,138,5824,8944,228,13331,7222,190,15108,30,41,6
15/10/2010,basic,no,48,f,Spain,Advanced,Linux,9,0,11,29,11381,325,57,12815,1418,3062,1257,7208,16560,13346,1126,4828,2708,2251,6181,12
23/05/2011,trial,yes,50,f,France,Intermediate,Windows,8,1,11,9,3637,2347,84,895,266,460,41,18123,11480,12739,40,112,7122,6163,58,11
01/06/2010,basic,no,51,f,Spain,Basic,Mac,1,1,1,0,9324,11215,406,32,10171,2398,4612,517,1247,159,19748,7439,12071,5395,5962,12
26/09/2022,premium,yes,52,f,France,Intermediate,Linux,2,1,1,38,623,7295,1852,470,112,1539,228,3421,32,4766,3481,7503,25531,14957,10475,0
03/08/2012,trial,yes,64,m,Spain,Advanced,Mac,10,1,0,32,807,2253,617,14966,7005,3350,8758,3876,11776,3094,20754,6934,3799,7423,11009,10
03/08/2011,premium,no,49,m,Germany,Intermediate,Mac,10,1,20,78,2115,9483,3226,1087,7630,878,16337,15962,16251,306,12271,3709,2962,290,1949,11
11/02/2012,basic,no,51,f,Spain,Intermediate,Linux,3,1,0,2,4622,3195,6559,5003,15059,14760,7269,3384,14433,1319,3588,3811,11227,13777,1185,10
01/11/2018,basic,yes,53,m,France,Intermediate,Linux,5,0,5,94,306,8319,12228,1273,14883,505,183,2308,8933,16348,22654,6401,1566,6705,10718,4
21/06/2010,basic,no,52,f,Spain,Intermediate,Mac,6,0,19,53,232,1565,9286,3781,10697,6667,14063,13954,1927,20114,34,23508,15811,11122,3593,12
08/04/2010,basic,no,57,f,France,Advanced,Linux,6,0,0,5,11845,1591,5914,3931,36,166,2444,7113,19531,4773,16497,3966,5696,57,857,12
22/04/2010,basic,no,50,f,Spain,Advanced,Mac,9,1,1,24,3150,9170,3821,8185,2297,6490,2243,16791,2012,2839,30,3798,2957,18312,1611,12
27/07/2019,trial,yes,28,m,Spain,Advanced,Linux,2,1,0,22,283,11779,89,11477,16015,3842,340,8679,18580,43,57,8390,4998,7943,10493,3
20/02/2013,basic,yes,30,m,Spain,Intermediate,Mac,1,0,8,58,686,4542,5973,280,3446,9888,17544,8076,1203,143,1416,17963,24265,12325,3732,9
23/04/2016,premium,yes,33,m,Spain,Advanced,Linux,10,1,23,0,11926,3361,6489,2707,35,13177,13753,19078,906,12012,8042,4272,6447,832,5430,6
02/04/2017,basic,no,26,m,Germany,Basic,Windows,10,1,1,30,8728,358,1497,5120,12096,82,638,9181,16728,3404,421,13957,84,14353,7418,5
09/04/2014,trial,no,38,f,France,Intermediate,Linux,0,1,3,51,8867,12369,2277,939,5505,1858,5472,7097,16845,22325,758,2704,14580,317,598,8
17/05/2015,premium,yes,40,m,Spain,Intermediate,Mac,7,1,24,64,808,8183,12961,324,14666,4371,6287,15374,10455,21750,5220,15147,24986,354,35,7
12/07/2021,trial,no,58,f,Germany,Intermediate,Windows,6,1,1,50,4548,791,1840,44,3272,2911,2859,4996,59,6253,2999,2144,267,24508,7009,1
28/07/2021,basic,no,29,m,France,Advanced,Linux,0,1,3,9,5129,13022,6354,2281,15977,1886,12336,2559,3187,2828,4306,2610,4939,48,635,1
01/12/2013,basic,no,24,m,France,Intermediate,Linux,4,0,2,28,7552,1010,2850,2830,255,1702,13383,626,2270,284,11963,11421,6108,24269,9141,9
14/05/2015,basic,yes,63,m,France,Intermediate,Mac,10,1,1,30,396,32,11818,9349,10799,3779,248,11536,2794,2543,15434,403,10877,476,796,7
03/06/2013,basic,no,25,f,Germany,Basic,Windows,10,1,20,2,4958,688,9956,3800,7454,7882,16831,4894,4107,11540,23208,2520,25574,1853,602,9
22/04/2016,premium,yes,25,m,Spain,Intermediate,Linux,3,1,2,85,3494,11174,13303,7146,39,2199,13623,12607,3628,11062,30,1235,553,2160,233,6
28/05/2011,trial,yes,60,m,Spain,Basic,Linux,3,1,0,11,153,38,3427,6889,340,13602,14076,2324,12823,13562,7934,3505,1086,17684,8332,11
03/03/2013,premium,yes,22,m,Germany,Basic,Windows,7,1,0,5,1322,189,3667,1211,1674,10890,37,1832,1574,6060,21556,3162,10892,4146,6035,9
18/03/2016,basic,no,27,m,Spain,Basic,Linux,8,0,6,49,8378,2096,6771,498,15375,1380,7750,18214,16799,3575,3496,10013,25866,18748,2220,6
11/06/2010,trial,no,24,m,Germany,Advanced,Mac,1,1,19,1,9639,7133,62,1235,1471,13871,6465,5370,4163,7871,20066,13015,11456,97,9794,12
09/09/2016,premium,yes,23,f,Spain,Intermediate,Linux,7,1,11,12,3868,8160,1981,6446,8110,7043,111,5356,4531,8682,17170,13380,26046,14311,2938,6
24/11/2013,basic,no,31,m,Spain,Basic,Linux,9,1,1,42,761,7641,57,1112,5821,31,2594,7995,7009,125,12528,682,281,11361,11301,9
28/12/2019,premium,no,36,f,Spain,Intermediate,Mac,10,1,0,14,7104,1651,6546,197,14701,2640,398,9480,1623,83,83,21942,4710,4425,6986,2
23/04/2015,basic,no,30,m,Germany,Basic,Mac,3,1,7,80,110,41,4824,5715,62,759,3126,15939,10985,663,12230,9387,15595,12235,32,7
09/02/2014,basic,yes,29,f,France,Basic,Linux,3,0,0,88,10304,1275,99,63,12749,31,11104,10425,16087,1459,3361,1326,6960,9776,8371,8
05/02/2017,trial,no,43,f,Spain,Intermediate,Mac,7,1,0,63,6839,3094,5127,2811,2497,13350,9088,14911,13285,13924,239,18222,17102,215,145,5
05/09/2019,premium,no,60,m,Spain,Basic,Linux,4,1,7,15,906,145,5725,84,13296,17869,942,15577,12439,7991,292,20285,22400,444,320,3
18/02/2013,premium,yes,56,f,France,Advanced,Linux,5,1,9,47,2849,5297,195,94,493,503,250,6130,1156,15549,8466,1184,164,60,1993,9
03/05/2019,basic,no,31,m,Germany,Basic,Mac,2,0,0,48,6014,206,624,1741,12434,10704,3601,11351,1388,2441,1956,2390,917,22963,1799,3
22/01/2021,trial,yes,43,m,France,Advanced,Mac,8,1,0,73,1621,2343,834,13787,3195,5452,49,16951,2931,2054,18724,80,10621,81,3682,1
08/04/2016,basic,no,57,m,Spain,Intermediate,Linux,5,0,3,5,2245,762,48,9965,2161,5911,1590,1377,5996,20932,660,15201,5241,276,169,6
25/04/2012,trial,no,46,m,France,Advanced,Linux,0,1,3,3,9068,2133,164,3643,59,6761,544,367,2851,303,15584,834,16308,27158,6162,10
21/03/2018,basic,yes,61,m,Germany,Intermediate,Windows,8,0,2,47,2447,4515,1813,6065,9219,2210,800,14615,1849,5857,477,240,24222,5413,6790,4
29/07/2018,basic,yes,23,f,Spain,Advanced,Linux,3,0,3,95,7644,3979,13515,35,1500,395,5913,59,4945,14656,9127,90,15474,19521,858,4
05/04/2013,premium,no,31,f,Spain,Intermediate,Mac,3,1,0,29,6841,555,8096,10495,5488,5095,1321,12480,57,20009,14285,22641,157,16037,3433,9
03/10/2020,basic,no,52,m,Germany,Intermediate,Linux,2,1,11,23,7810,11284,557,1818,52,5479,312,7519,1145,22235,20773,7529,6038,4320,4270,2
15/04/2011,basic,no,54,m,Spain,Advanced,Mac,6,1,20,41,3828,5553,1155,15432,15396,1793,3261,1692,15041,9656,3500,2101,7159,11277,9742,11
22/07/2014,basic,no,50,f,France,Intermediate,Linux,3,1,5,27,8361,11160,293,5044,2628,16314,413,19676,6231,1547,8586,3294,13950,4912,203,8
20/02/2012,basic,yes,58,m,France,Intermediate,Mac,4,1,0,37,11194,127,8409,6902,9261,2083,10892,750,3174,14433,5314,23408,17318,19318,641,10
12/11/2013,basic,no,58,f,Spain,Intermediate,Mac,4,1,1,0,6880,6064,2988,8712,3836,262,13726,6478,3946,11684,9315,4214,2269,2232,9184,9
14/08/2015,basic,no,49,f,Germany,Intermediate,Windows,8,1,7,10,2530,877,2373,58,7441,8429,11009,9257,151,263,7780,45,1007,950,9193,7
17/07/2018,basic,yes,32,f,Spain,Intermediate,Linux,9,1,0,3,6351,727,3264,10890,12529,244,10526,4800,13267,1525,2041,9997,15908,15129,258,4
18/03/2012,trial,no,46,f,Spain,Intermediate,Mac,3,1,3,64,6881,9302,1844,510,953,1781,1259,16709,10818,647,3009,17933,2951,14310,6196,10
29/07/2022,basic,yes,25,m,France,Intermediate,Linux,7,1,3,5,7146,6625,2575,9310,194,257,9943,16444,510,2809,17175,6743,1836,25002,157,0
09/04/2019,basic,no,34,f,Spain,Intermediate,Linux,0,0,13,43,80,10644,14356,15507,274,11963,12537,70,10896,4074,1488,2695,20315,14780,2710,3
30/10/2019,basic,no,36,m,Spain,Basic,Mac,2,1,1,83,9486,12021,13857,13025,5339,13966,7883,5011,18489,13211,13056,813,8852,9229,177,3
14/05/2017,premium,yes,54,f,Germany,Intermediate,Windows,5,1,20,14,521,6904,14366,11140,8189,3412,18808,2694,2105,16885,7762,10727,8105,5737,2245,5
17/11/2017,premium,no,42,f,France,Basic,Windows,3,1,0,71,82,12025,1038,4768,3038,6335,625,674,10859,12207,21435,272,856,20138,70,5
05/07/2013,premium,no,24,f,Spain,Intermediate,Windows,1,1,0,0,4841,589,1319,6848,1471,9217,6234,2111,4394,16659,1222,6813,3024,24771,5386,9
25/03/2022,basic,yes,51,m,Spain,Intermediate,Linux,1,0,3,4,1801,10437,10739,5324,14712,12767,1286,637,598,12997,1443,33,21440,20620,111,0
20/05/2015,premium,yes,33,f,France,Intermediate,Mac,5,1,21,38,5309,6344,71,623,4595,634,3696,1526,15116,1662,2019,4961,440,11296,5059,7
26/03/2022,trial,no,46,m,Germany,Intermediate,Windows,8,1,1,97,3705,7089,14182,372,329,9875,454,18423,3026,13047,31,11276,79,7804,8758,0
05/06/2013,trial,no,56,m,Spain,Intermediate,Windows,2,1,3,77,3553,10209,13194,1230,7990,13095,574,3669,19006,7577,700,21028,326,15747,1823,9
28/05/2019,premium,yes,24,m,France,Intermediate,Linux,6,1,0,51,534,3559,3265,11485,7072,118,15770,4897,3060,4034,12636,71,60,529,5300,3
05/07/2022,basic,yes,25,m,Germany,Intermediate,Linux,9,1,7,34,5487,141,6740,11236,12776,2057,4997,5647,2026,9152,14849,106,3126,5460,518,0
14/03/2013,basic,no,63,f,Germany,Intermediate,Windows,6,0,2,3,855,2070,1167,1260,10227,8512,1921,8284,1388,1526,186,15695,1275,14229,1540,9
14/05/2018,basic,no,38,m,Germany,Intermediate,Windows,1,0,2,1,933,406,3319,4323,14957,299,31,7888,16523,532,18917,109,16181,2117,11349,4
30/07/2010,basic,no,56,m,Spain,Basic,Linux,4,0,1,77,94,4732,1324,98,4784,147,18307,4241,9856,16502,23333,2877,23582,533,1287,12
13/08/2021,premium,yes,55,f,France,Advanced,Windows,7,1,20,86,2035,9945,12942,4563,173,32,11502,5437,16005,4409,12206,6182,8283,15478,9907,1
19/05/2014,basic,yes,27,f,Spain,Advanced,Linux,1,1,20,26,229,4622,882,13012,6424,1693,1070,3298,2731,16648,5877,130,11998,562,3290,8
24/01/2018,basic,no,45,m,Spain,Intermediate,Linux,10,1,22,44,317,1450,1622,6106,8407,17425,100,9195,4429,19029,6352,16374,12061,5721,5188,4
02/06/2022,basic,yes,62,f,France,Intermediate,Linux,1,1,2,0,7519,217,14003,4597,6975,13656,1362,18267,1768,3210,14855,2500,17861,14759,3952,0
16/03/2018,basic,yes,53,f,France,Intermediate,Linux,7,1,4,42,9536,30,6340,596,13767,3593,12052,866,6597,1436,679,4558,18183,17134,747,4
30/11/2017,trial,yes,40,m,France,Advanced,Linux,1,1,0,37,9762,284,2822,13060,985,12350,143,5090,210,13065,6661,963,16453,14571,4217,5
19/12/2017,trial,yes,22,f,Germany,Basic,Windows,8,1,13,26,1710,9276,1318,416,2451,2048,10829,2496,5903,6281,50,3339,61,1866,5802,4
01/04/2021,basic,yes,62,f,Spain,Intermediate,Linux,9,0,23,62,281,6121,3854,2320,16601,5805,1534,12618,16297,11984,540,22880,316,3544,2190,1
07/04/2014,basic,no,65,f,France,Intermediate,Linux,4,0,2,31,343,498,1038,1212,838,9972,184,4225,15298,8735,13255,338,4966,243,1368,8
13/04/2011,basic,yes,52,f,Germany,Intermediate,Windows,2,1,19,24,10555,1322,6461,1129,1303,3725,387,6367,76,21690,13765,1228,829,2065,3138,11
06/04/2014,basic,no,28,f,France,Basic,Linux,9,1,0,96,10359,31,9189,7514,4231,13221,11914,4484,6230,17933,1307,13216,54,3862,1666,8
07/07/2021,premium,no,52,m,Spain,Intermediate,Linux,9,1,22,1,939,2953,40,42,858,3084,33,10026,19506,10690,16169,15826,7811,7580,4762,1
16/08/2018,premium,yes,38,m,Germany,Advanced,Windows,8,1,0,15,11457,66,3940,3808,1313,272,356,5280,649,5003,1519,8619,2876,7391,9992,4
16/06/2011,basic,no,36,f,France,Basic,Mac,9,1,21,48,10348,9599,1401,38,8453,16628,1308,9793,18907,1112,20142,16150,15713,7402,3537,11
30/06/2015,basic,yes,46,f,France,Intermediate,Mac,2,1,2,5,11547,30,47,1043,14085,78,211,18234,10109,162,5252,2741,19864,16822,2319,7
01/04/2021,premium,yes,53,m,France,Intermediate,Linux,8,1,21,0,60,993,288,14287,472,7054,13619,16199,11109,107,3589,21835,2326,18552,487,1
07/08/2018,basic,yes,34,f,Spain,Basic,Linux,0,1,20,43,5844,11652,1249,11101,8129,11050,35,3664,1869,760,5122,943,5725,22613,3100,4
26/05/2019,basic,no,38,m,France,Intermediate,Linux,7,1,10,69,6862,7660,8790,355,836,3067,118,14603,5123,5751,190,392,2866,12909,11895,3
30/08/2010,premium,yes,52,f,France,Basic,Mac,6,1,0,43,622,6880,13933,10610,1915,1412,7900,7671,19176,17793,1037,1565,3547,19579,1223,12
28/04/2011,basic,yes,32,f,Germany,Basic,Windows,6,0,12,55,3863,12803,2961,13703,7075,4712,30,18166,2255,527,21236,6052,466,892,2246,11
08/06/2014,trial,yes,39,f,Spain,Basic,Mac,10,1,0,82,4200,5046,5907,13860,16189,4718,296,1465,415,4520,1977,16900,1691,1468,6694,8
09/12/2021,basic,no,23,m,Spain,Intermediate,Mac,5,1,17,67,2243,13165,204,592,71,68,1903,19955,210,21022,22721,6306,22284,15253,4024,1
23/02/2012,basic,no,59,m,France,Advanced,Mac,2,0,0,2,2890,1784,2960,1208,524,8359,421,42,8137,11657,5046,1879,118,14325,4758,10
20/11/2012,trial,yes,42,m,Spain,Basic,Windows,2,1,0,48,9019,297,9099,7318,14098,4754,1097,3463,43,6517,1700,223,4796,183,4249,10
30/10/2014,basic,no,63,f,Spain,Basic,Mac,1,1,1,52,240,333,812,373,11905,277,799,529,243,1915,5850,144,683,107,2662,8
22/11/2016,premium,yes,47,m,France,Basic,Windows,4,1,9,9,8493,6830,821,2327,1190,7970,875,5160,1135,136,598,5718,893,4994,9914,6
08/09/2019,trial,yes,28,m,Spain,Intermediate,Linux,6,1,1,78,7784,212,8865,3335,87,206,14947,208,415,3316,334,3406,30,10289,70,3
06/02/2015,basic,yes,31,m,France,Intermediate,Linux,6,1,0,35,1438,2805,5255,2775,11518,8013,2198,8372,840,4449,6526,16218,18179,4007,978,7
23/03/2022,basic,no,35,m,Germany,Intermediate,Mac,9,1,8,24,7057,6895,2085,5651,3074,6197,4020,37,16301,5136,948,4610,11943,19790,261,0
03/08/2021,basic,yes,39,f,Spain,Intermediate,Linux,6,1,0,74,11473,10399,5987,303,7741,12645,2051,1396,10252,12229,20132,17512,1202,4015,10178,1
11/04/2015,basic,no,64,f,Spain,Advanced,Linux,8,1,2,74,42,1671,385,1095,8185,11482,17913,255,9619,6358,16715,5436,11741,3569,7845,7
10/11/2013,premium,yes,62,f,Germany,Intermediate,Linux,2,1,0,31,2654,292,2019,9036,13565,2268,4014,370,1995,9156,262,172,18841,21385,492,9
14/10/2022,basic,no,40,f,Spain,Intermediate,Mac,1,1,0,46,1416,4635,32,837,5710,9632,18263,7654,33,17828,14969,289,1543,2931,8385,0
15/10/2011,basic,yes,49,f,Spain,Intermediate,Linux,4,1,5,47,10318,1932,12290,9970,1119,16232,11520,16783,12001,39,20409,24253,6952,20695,2021,11
23/09/2013,basic,no,27,f,Spain,Intermediate,Linux,10,0,22,0,33,10311,9385,194,308,927,50,9104,14296,57,2529,6429,15216,1011,907,9
25/03/2016,basic,no,59,f,Germany,Basic,Linux,10,0,18,46,2129,11763,10217,34,10545,16732,6875,2099,8467,72,17199,330,367,27319,488,6
10/12/2022,trial,yes,63,f,France,Basic,Windows,10,1,2,4,35,9826,1707,7989,515,4671,8670,497,81,513,1296,8827,19874,3443,4449,0
22/01/2014,basic,yes,48,m,Spain,Advanced,Linux,6,1,0,3,9631,489,7235,139,597,385,8837,11712,1012,21209,23692,1351,17380,16758,68,8
17/08/2022,trial,yes,39,m,France,Intermediate,Linux,3,1,4,77,9716,6570,91,14604,16367,2316,9320,2887,777,705,22399,151,7621,18258,1990,0
25/06/2012,premium,no,53,f,Germany,Intermediate,Windows,3,1,14,12,4289,4267,5512,2594,16768,357,7108,17542,17273,334,18827,1180,32,3718,486,10
22/12/2016,basic,no,48,f,Germany,Intermediate,Mac,2,1,1,1,3303,11057,5707,200,3195,7146,7185,1108,1322,1043,81,4125,22813,2132,3743,5
18/12/2010,basic,yes,32,m,France,Intermediate,Mac,1,1,0,80,3928,320,1071,14925,496,3074,7149,4412,5565,88,31,585,2340,7773,402,11
02/10/2019,basic,yes,30,f,Spain,Intermediate,Linux,3,0,4,68,8712,7806,7934,8430,9359,4152,456,8841,4768,365,4106,219,2583,84,2235,3
05/10/2013,trial,yes,51,f,Germany,Intermediate,Windows,1,1,17,9,5713,5017,44,81,2301,8814,943,8265,7102,22270,12263,14430,161,4077,6609,9
08/09/2019,basic,no,23,f,Spain,Intermediate,Linux,10,1,0,75,7607,7987,6581,12389,2574,5347,13756,6036,977,542,66,15411,25581,32,1624,3
19/07/2018,premium,yes,41,m,France,Intermediate,Linux,10,1,0,6,4105,11932,4771,4310,14022,7732,5563,2448,7125,11726,9169,15162,16244,25075,316,4
27/01/2013,trial,yes,46,f,France,Intermediate,Mac,0,1,11,21,404,7998,9244,12806,16348,16093,8473,1389,381,10653,5068,16233,2653,42,7318,9
04/04/2011,basic,yes,43,m,Germany,Basic,Windows,8,1,3,76,2822,12305,42,6896,6716,3617,9735,12863,1715,105,16969,23194,14666,176,3034,11
13/07/2013,basic,no,33,m,Spain,Basic,Linux,10,1,22,2,2204,4571,12878,1335,15581,10660,1875,886,6133,10378,7776,3119,1004,2883,2652,9
06/05/2017,basic,no,25,m,Germany,Intermediate,Windows,1,1,19,42,845,307,5303,385,16525,369,17066,17450,4497,14087,5843,6947,19309,15899,8992,5
11/10/2021,basic,yes,33,f,France,Intermediate,Mac,8,1,2,97,7036,62,427,2872,1469,290,13714,15577,1754,15699,5177,7536,97,24004,4866,1
19/02/2012,basic,yes,53,m,Spain,Intermediate,Linux,0,0,19,4,2181,617,9363,6195,8762,595,4261,19948,1014,5277,21239,1399,6090,11018,11089,10
02/11/2016,basic,no,32,m,Spain,Basic,Linux,1,0,1,32,10655,2283,154,13377,1127,15836,7003,20230,13829,109,6963,8563,11256,19544,6884,6
02/08/2014,trial,yes,27,m,France,Intermediate,Linux,4,1,5,31,3895,1177,254,2263,13141,1428,12413,394,2536,2725,2539,19758,25605,2880,8338,8
05/12/2019,trial,no,51,m,Germany,Intermediate,Mac,4,1,3,37,1569,299,2930,9040,6133,1974,4862,251,5569,21690,11021,68,23260,4179,8524,3
17/05/2017,trial,yes,48,m,Spain,Intermediate,Linux,8,1,0,6,1088,5246,5751,5035,3893,3291,448,50,5538,312,15694,17010,3465,5757,4067,5
28/10/2020,premium,yes,59,m,Spain,Intermediate,Linux,10,1,12,24,1911,32,2473,3107,1426,17151,9085,3493,76,13697,1750,22722,2637,15921,1118,2
24/02/2011,trial,no,49,f,Germany,Basic,Windows,2,1,4,98,5876,733,53,37,625,5955,5607,16687,211,10948,12991,21071,5218,16573,11260,11
20/12/2021,basic,yes,58,f,Spain,Intermediate,Mac,2,0,14,12,6452,56,7892,3106,668,954,11512,1147,914,12877,4765,19797,17111,8437,634,0
20/07/2020,premium,no,29,f,Germany,Basic,Windows,10,1,13,67,692,8144,12695,984,12264,2844,5298,1034,246,4868,11705,7689,7951,7286,6302,2
07/07/2013,basic,no,30,m,Spain,Basic,Mac,4,0,4,5,8060,77,6850,12681,3370,2630,18875,1389,550,108,6750,4156,1928,104,191,9
29/08/2018,basic,yes,38,m,Germany,Intermediate,Mac,3,1,0,45,11756,2346,7669,560,14059,34,2523,227,57,438,6737,1383,8137,13988,874,4
06/09/2015,basic,yes,57,m,Germany,Intermediate,Mac,6,1,13,18,3406,7647,8256,948,6435,2164,15980,14032,1814,236,5419,16699,378,23972,2719,7
29/01/2016,basic,yes,52,f,Spain,Intermediate,Linux,5,0,1,75,9020,1899,13817,14318,12572,7841,12709,17961,15963,2403,4220,30,20486,12151,39,6
10/12/2010,basic,no,63,m,Spain,Basic,Linux,0,0,2,58,590,1941,12930,1906,313,8631,1769,6893,1490,693,17153,17008,4447,13656,4988,12
03/12/2016,basic,yes,32,m,Spain,Intermediate,Mac,9,1,8,80,1890,9224,3772,2075,917,3059,10048,742,3814,15253,40,9405,9168,3703,1457,6
27/05/2014,basic,yes,24,f,Spain,Basic,Mac,7,1,1,79,128,757,1398,4247,13372,5360,5304,11843,2753,2871,7301,481,10433,2789,4559,8
24/03/2022,basic,no,48,m,Spain,Advanced,Linux,7,0,1,36,1736,1927,2509,1527,16266,15322,438,8387,10181,2607,16094,7870,9757,14929,9797,0
07/02/2016,basic,no,40,f,France,Intermediate,Linux,0,0,18,6,1083,7482,8707,8147,215,841,100,97,538,257,7053,24055,641,15567,2421,6
16/06/2021,trial,yes,48,m,Germany,Intermediate,Windows,9,1,16,85,356,63,2663,336,12817,4831,3769,5378,16847,3528,4225,13681,155,23938,310,1
27/10/2017,basic,yes,54,f,France,Basic,Mac,6,0,0,0,30,2366,4770,6170,1620,2072,7125,30,599,523,16523,323,324,8578,3605,5
29/03/2018,basic,no,29,f,Spain,Intermediate,Linux,5,1,23,0,11823,48,6016,490,2193,2428,302,5829,240,966,291,490,21168,2444,5102,4
13/03/2015,premium,yes,51,f,France,Intermediate,Linux,9,1,22,41,10889,8354,4151,11776,11997,5029,16040,20310,2947,1030,15291,15112,15820,16494,557,7
24/06/2021,basic,yes,43,f,Spain,Intermediate,Linux,9,0,0,22,2449,1476,156,2498,5956,1257,2515,19194,429,20848,4401,2183,18002,38,155,1
27/07/2014,trial,yes,48,m,Spain,Advanced,Linux,3,1,7,33,4736,1722,4261,31,10537,15346,208,3057,1638,14359,696,459,247,3648,7754,8
05/03/2018,basic,no,34,f,Spain,Intermediate,Linux,3,1,14,27,3617,3098,2987,2599,14363,233,727,153,4293,1763,20068,7604,4804,4105,3068,4
06/11/2016,trial,no,38,m,France,Intermediate,Mac,8,1,6,2,6196,2139,10965,2591,8370,17216,30,766,1164,15242,18233,31,335,13254,4646,6
25/04/2019,trial,yes,30,f,France,Intermediate,Mac,8,1,0,15,4508,7220,136,12118,6400,169,1197,463,2611,61,45,1084,5427,9907,699,3
24/04/2015,basic,no,27,m,Spain,Intermediate,Linux,3,0,7,72,11197,371,7773,6411,47,4234,7216,1496,2050,16341,2735,19241,25577,5723,528,7
09/12/2016,trial,yes,39,m,France,Advanced,Linux,6,1,1,0,2300,4203,14379,10451,3306,803,14657,8183,9748,486,181,822,1418,6486,3626,6
14/02/2019,basic,no,49,f,Spain,Advanced,Mac,3,1,0,54,11334,860,3663,9503,754,13088,5480,16795,11385,16337,20276,21058,77,13700,4234,3
27/01/2017,basic,yes,26,f,Spain,Basic,Linux,1,0,10,25,4362,7693,628,32,14557,6081,17783,18944,2616,12582,158,4171,9187,16981,2622,5
19/04/2021,premium,yes,41,m,France,Intermediate,Mac,2,1,6,85,63,2433,13326,99,176,16749,563,8746,20214,36,7747,42,13768,14821,10335,1
20/08/2018,basic,no,24,m,Germany,Intermediate,Windows,1,1,15,18,5486,4539,6271,1791,14530,2211,4539,3194,299,4158,513,155,12312,6317,10072,4
05/04/2015,premium,no,62,m,France,Intermediate,Mac,8,0,0,57,3118,10096,279,11922,412,9457,8332,5560,2520,1616,5948,2042,7239,10329,7867,7
20/07/2020,basic,yes,58,m,Germany,Intermediate,Mac,6,1,1,0,2717,304,2173,1011,198,14028,2169,5071,35,4103,12895,78,1100,878,10153,2
29/01/2014,trial,yes,62,f,France,Intermediate,Windows,2,1,9,45,9280,31,5532,320,13575,8212,17797,1624,3511,3901,14464,864,16568,16003,614,8
26/11/2017,basic,no,30,f,Spain,Basic,Mac,0,0,13,2,173,7779,13076,549,35,12881,40,17377,1093,39,13129,2909,24292,1391,5661,5
24/11/2022,basic,no,48,f,France,Intermediate,Linux,2,0,0,16,147,3963,9201,11246,4029,9795,17659,12015,2451,7153,778,8430,10016,24665,5322,0
25/02/2013,premium,no,47,m,Spain,Advanced,Linux,1,1,0,69,7749,3025,2694,604,15801,3766,15197,13993,1670,18625,20771,854,11848,11309,954,9
10/06/2010,trial,yes,61,f,Spain,Intermediate,Linux,2,1,14,36,2308,9377,13953,13981,6375,8475,200,313,13167,21146,3583,11723,7956,6872,558,12
10/10/2011,premium,yes,65,f,France,Basic,Mac,2,1,3,9,9431,3712,5061,147,6343,6967,12498,13666,2502,5195,5080,15351,7491,10421,1144,11
11/11/2013,basic,yes,48,f,France,Basic,Linux,8,1,0,25,493,1332,53,627,10829,5723,6161,106,16229,20439,18352,12283,322,6644,7755,9
15/10/2017,trial,no,58,m,Spain,Intermediate,Mac,7,1,19,60,2944,32,3422,4839,6879,956,9603,1702,7384,13847,4470,264,993,15779,10184,5
14/02/2016,basic,no,41,f,Spain,Intermediate,Linux,6,0,0,53,2661,6692,2556,6864,5252,15320,16820,1373,5246,18188,5940,24492,2145,22213,7883,6
12/12/2014,basic,no,59,m,Germany,Intermediate,Linux,3,1,7,40,138,797,6479,11803,690,5167,17679,130,370,2230,7057,1081,16794,11797,1204,8
14/01/2021,basic,yes,63,m,Spain,Advanced,Linux,0,0,21,0,9007,53,4042,2307,12427,2786,4596,7173,1545,22538,3970,107,79,19093,2980,1
07/11/2019,basic,yes,65,f,Spain,Intermediate,Linux,1,0,0,9,1914,3831,75,2252,2819,14213,5627,893,2342,2499,6423,6445,373,9528,5600,3
21/08/2020,basic,no,45,f,Germany,Advanced,Windows,4,1,10,61,2647,2611,205,4353,2558,123,7765,6464,3431,20979,1494,8822,13934,11503,2366,2
